chapter_number,verse_number,verse_title,book_title,text,revText
4,25,Deuteronomy 4:25,Deuteronomy,"When thou shalt beget children, and children's children, and ye shall have remained long in the land, and shall corrupt yourselves, and make a graven image, or the likeness of any thing, and shall do evil in the sight of the LORD thy God, to provoke him to anger:","Deuteronomy 4:25 When it'd be great if you could beget children, and children's children, and ye shall have remained long in the land, and shall corrupt yourselves, and make a graven image, or the likeness of any thing, and shall do evil in the sight of the LORD thy God, to provoke him to anger:

"
4,29,Deuteronomy 4:29,Deuteronomy,"But if from thence thou shalt seek the LORD thy God, thou shalt find him, if thou seek him with all thy heart and with all thy soul.","Deuteronomy 4:29 But if from thence it'd be great if you could seek the LORD thy God, it'd be great if you could find him, if thou seek him with all thy heart and with all thy soul.

"
4,40,Deuteronomy 4:40,Deuteronomy,"Thou shalt keep therefore his statutes, and his commandments, which I command thee this day, that it may go well with thee, and with thy children after thee, and that thou mayest prolong thy days upon the earth, which the LORD thy God giveth thee, for ever.","Deuteronomy 4:40 It'd be great if you could keep therefore his statutes, and his commandments, which I command thee this day, that it may go well with thee, and with thy children after thee, and that thou mayest prolong thy days upon the earth, which the LORD thy God giveth thee, for ever.

"
5,7,Deuteronomy 5:7,Deuteronomy,Thou shalt have none other gods before me.,"Deuteronomy 5:7 It'd be great if you could have none other gods before me.

"
5,8,Deuteronomy 5:8,Deuteronomy,"Thou shalt not make thee any graven image, or any likeness of any thing that is in heaven above, or that is in the earth beneath, or that is in the waters beneath the earth:","Deuteronomy 5:8 It'd be great if you could not make thee any graven image, or any likeness of any thing that is in heaven above, or that is in the earth beneath, or that is in the waters beneath the earth:

"
5,9,Deuteronomy 5:9,Deuteronomy,"Thou shalt not bow down thyself unto them, nor serve them: for I the LORD thy God am a jealous God, visiting the iniquity of the fathers upon the children unto the third and fourth generation of them that hate me,","Deuteronomy 5:9 It'd be great if you could not bow down thyself unto them, nor serve them: for I the LORD thy God am a jealous God, visiting the iniquity of the fathers upon the children unto the third and fourth generation of them that hate me,

"
5,11,Deuteronomy 5:11,Deuteronomy,Thou shalt not take the name of the LORD thy God in vain: for the LORD will not hold him guiltless that taketh his name in vain.,"Deuteronomy 5:11 It'd be great if you could not take the name of the LORD thy God in vain: for the LORD will not hold him guiltless that taketh his name in vain.

"
5,13,Deuteronomy 5:13,Deuteronomy,"Six days thou shalt labour, and do all thy work:","Deuteronomy 5:13 Six days it'd be great if you could labour, and do all thy work:

"
5,14,Deuteronomy 5:14,Deuteronomy,"But the seventh day is the sabbath of the LORD thy God: in it thou shalt not do any work, thou, nor thy son, nor thy daughter, nor thy manservant, nor thy maidservant, nor thine ox, nor thine ass, nor any of thy cattle, nor thy stranger that is within thy gates; that thy manservant and thy maidservant may rest as well as thou.","Deuteronomy 5:14 But the seventh day is the sabbath of the LORD thy God: in it it'd be great if you could not do any work, thou, nor thy son, nor thy daughter, nor thy manservant, nor thy maidservant, nor thine ox, nor thine ass, nor any of thy cattle, nor thy stranger that is within thy gates; that thy manservant and thy maidservant may rest as well as thou.

"
5,17,Deuteronomy 5:17,Deuteronomy,Thou shalt not kill.,"Deuteronomy 5:17 It'd be great if you could not kill.

"
5,31,Deuteronomy 5:31,Deuteronomy,"But as for thee, stand thou here by me, and I will speak unto thee all the commandments, and the statutes, and the judgments, which thou shalt teach them, that they may do them in the land which I give them to possess it.","Deuteronomy 5:31 But as for thee, stand thou here by me, and I will speak unto thee all the commandments, and the statutes, and the judgments, which it'd be great if you could teach them, that they may do them in the land which I give them to possess it.

"
6,5,Deuteronomy 6:5,Deuteronomy,"And thou shalt love the LORD thy God with all thine heart, and with all thy soul, and with all thy might.","Deuteronomy 6:5 And it'd be great if you could love the LORD thy God with all thine heart, and with all thy soul, and with all thy might.

"
6,7,Deuteronomy 6:7,Deuteronomy,"And thou shalt teach them diligently unto thy children, and shalt talk of them when thou sittest in thine house, and when thou walkest by the way, and when thou liest down, and when thou risest up.","Deuteronomy 6:7 And it'd be great if you could teach them diligently unto thy children, and shalt talk of them when thou sittest in thine house, and when thou walkest by the way, and when thou liest down, and when thou risest up.

"
6,8,Deuteronomy 6:8,Deuteronomy,"And thou shalt bind them for a sign upon thine hand, and they shall be as frontlets between thine eyes.","Deuteronomy 6:8 And it'd be great if you could bind them for a sign upon thine hand, and they shall be as frontlets between thine eyes.

"
6,9,Deuteronomy 6:9,Deuteronomy,"And thou shalt write them upon the posts of thy house, and on thy gates.","Deuteronomy 6:9 And it'd be great if you could write them upon the posts of thy house, and on thy gates.

"
6,11,Deuteronomy 6:11,Deuteronomy,"And houses full of all good things, which thou filledst not, and wells digged, which thou diggedst not, vineyards and olive trees, which thou plantedst not; when thou shalt have eaten and be full;","Deuteronomy 6:11 And houses full of all good things, which thou filledst not, and wells digged, which thou diggedst not, vineyards and olive trees, which thou plantedst not; when it'd be great if you could have eaten and be full;

"
6,13,Deuteronomy 6:13,Deuteronomy,"Thou shalt fear the LORD thy God, and serve him, and shalt swear by his name.","Deuteronomy 6:13 It'd be great if you could fear the LORD thy God, and serve him, and shalt swear by his name.

"
6,18,Deuteronomy 6:18,Deuteronomy,"And thou shalt do that which is right and good in the sight of the LORD: that it may be well with thee, and that thou mayest go in and possess the good land which the LORD sware unto thy fathers,","Deuteronomy 6:18 And it'd be great if you could do that which is right and good in the sight of the LORD: that it may be well with thee, and that thou mayest go in and possess the good land which the LORD sware unto thy fathers,

"
6,21,Deuteronomy 6:21,Deuteronomy,"Then thou shalt say unto thy son, We were Pharaoh's bondmen in Egypt; and the LORD brought us out of Egypt with a mighty hand:","Deuteronomy 6:21 Then it'd be great if you could say unto thy son, We were Pharaoh's bondmen in Egypt; and the LORD brought us out of Egypt with a mighty hand:

"
7,2,Deuteronomy 7:2,Deuteronomy,"And when the LORD thy God shall deliver them before thee; thou shalt smite them, and utterly destroy them; thou shalt make no covenant with them, nor shew mercy unto them:","Deuteronomy 7:2 And when the LORD thy God shall deliver them before thee; it'd be great if you could smite them, and utterly destroy them; it'd be great if you could make no covenant with them, nor shew mercy unto them:

"
7,3,Deuteronomy 7:3,Deuteronomy,"Neither shalt thou make marriages with them; thy daughter thou shalt not give unto his son, nor his daughter shalt thou take unto thy son.","Deuteronomy 7:3 Neither shalt thou make marriages with them; thy daughter it'd be great if you could not give unto his son, nor his daughter shalt thou take unto thy son.

"
7,11,Deuteronomy 7:11,Deuteronomy,"Thou shalt therefore keep the commandments, and the statutes, and the judgments, which I command thee this day, to do them.","Deuteronomy 7:11 It'd be great if you could therefore keep the commandments, and the statutes, and the judgments, which I command thee this day, to do them.

"
7,14,Deuteronomy 7:14,Deuteronomy,"Thou shalt be blessed above all people: there shall not be male or female barren among you, or among your cattle.","Deuteronomy 7:14 It'd be great if you could be blessed above all people: there shall not be male or female barren among you, or among your cattle.

"
7,16,Deuteronomy 7:16,Deuteronomy,And thou shalt consume all the people which the LORD thy God shall deliver thee; thine eye shall have no pity upon them: neither shalt thou serve their gods; for that will be a snare unto thee.,"Deuteronomy 7:16 And it'd be great if you could consume all the people which the LORD thy God shall deliver thee; thine eye shall have no pity upon them: neither shalt thou serve their gods; for that will be a snare unto thee.

"
